"index","start_date","end_date"
360,2021.61917808219,2021.65753424658
361,2021.63835616438,2021.67671232877
362,2021.65753424658,2021.69589041096
363,2021.67671232877,2021.71506849315
364,2021.69589041096,2021.73424657534
365,2021.71506849315,2021.75342465753
366,2021.73424657534,2021.77260273973
367,2021.75342465753,2021.79178082192
368,2021.77260273973,2021.81095890411
369,2021.79178082192,2021.8301369863
370,2021.81095890411,2021.84931506849
371,2021.8301369863,2021.86849315069
372,2021.84931506849,2021.88767123288
373,2021.86849315069,2021.90684931507
374,2021.88767123288,2021.92602739726
375,2021.90684931507,2021.94520547945
376,2021.92602739726,2021.96438356164
377,2021.94520547945,2021.98356164384
378,2021.96438356164,2022.00273972603
379,2021.98356164384,2022.02191780822
380,2022.00273972603,2022.04109589041
381,2022.02191780822,2022.0602739726
382,2022.04109589041,2022.07945205479
383,2022.0602739726,2022.09863013699
384,2022.07945205479,2022.11780821918
385,2022.09863013699,2022.13698630137
386,2022.11780821918,2022.15616438356
387,2022.13698630137,2022.17534246575
388,2022.15616438356,2022.19452054795
389,2022.17534246575,2022.21369863014
390,2022.19452054795,2022.23287671233
391,2022.21369863014,2022.25205479452
392,2022.23287671233,2022.27123287671
393,2022.25205479452,2022.2904109589
394,2022.27123287671,2022.3095890411
395,2022.2904109589,2022.32876712329
396,2022.3095890411,2022.34794520548
397,2022.32876712329,2022.36712328767
398,2022.34794520548,2022.38630136986
399,2022.36712328767,2022.40547945205
400,2022.38630136986,2022.42465753425
401,2022.40547945205,2022.44383561644
402,2022.42465753425,2022.46301369863
403,2022.44383561644,2022.48219178082
404,2022.46301369863,2022.50136986301
405,2022.48219178082,2022.52054794521
406,2022.50136986301,2022.5397260274
407,2022.52054794521,2022.55890410959
408,2022.5397260274,2022.57808219178
409,2022.55890410959,2022.59726027397
410,2022.57808219178,2022.61643835616
411,2022.59726027397,2022.63561643836
412,2022.61643835616,2022.65479452055
413,2022.63561643836,2022.67397260274
414,2022.65479452055,2022.69315068493
415,2022.67397260274,2022.71232876712
416,2022.69315068493,2022.73150684932
417,2022.71232876712,2022.75068493151
418,2022.73150684932,2022.7698630137
419,2022.75068493151,2022.78904109589
420,2022.7698630137,2022.80821917808
421,2022.78904109589,2022.82739726027
422,2022.80821917808,2022.84657534247
423,2022.82739726027,2022.86575342466
424,2022.84657534247,2022.88493150685
425,2022.86575342466,2022.90410958904
426,2022.88493150685,2022.92328767123
427,2022.90410958904,2022.94246575342
428,2022.92328767123,2022.96164383562
429,2022.94246575342,2022.98082191781
430,2022.96164383562,2023
431,2022.98082191781,2023.01917808219
432,2023,2023.03835616438
433,2023.01917808219,2023.05753424658
434,2023.03835616438,2023.07671232877
435,2023.05753424658,2023.09589041096
436,2023.07671232877,2023.11506849315
437,2023.09589041096,2023.13424657534
438,2023.11506849315,2023.15342465753
439,2023.13424657534,2023.17260273973
440,2023.15342465753,2023.19178082192
441,2023.17260273973,2023.21095890411
442,2023.19178082192,2023.2301369863
443,2023.21095890411,2023.24931506849
444,2023.2301369863,2023.26849315068
445,2023.24931506849,2023.28767123288
446,2023.26849315068,2023.30684931507
447,2023.28767123288,2023.32602739726
448,2023.30684931507,2023.34520547945
449,2023.32602739726,2023.36438356164
450,2023.34520547945,2023.38356164384
451,2023.36438356164,2023.40273972603
452,2023.38356164384,2023.42191780822
453,2023.40273972603,2023.44109589041
454,2023.42191780822,2023.4602739726
455,2023.44109589041,2023.47945205479
456,2023.4602739726,2023.49863013699
457,2023.47945205479,2023.51780821918
458,2023.49863013699,2023.53698630137
459,2023.51780821918,2023.55616438356
460,2023.53698630137,2023.57534246575
461,2023.55616438356,2023.59452054795
462,2023.57534246575,2023.61369863014
463,2023.59452054795,2023.63287671233
464,2023.61369863014,2023.65205479452
465,2023.63287671233,2023.67123287671
466,2023.65205479452,2023.6904109589
467,2023.67123287671,2023.7095890411
468,2023.6904109589,2023.72876712329
