	Bayesian SkyGrid: Combined			
time	date	datetime	milliseconds	mean	median	upper	lower
2022.89	2022-11-21	2022-11-21T01:24:00	1668993840565	537.7491309782487	369.8715414361319	329268.2051246661	1.52746725560796
2022.638743718593	2022-08-21	2022-08-21T08:23:42	1661070222474	527.54185784518	363.0788104176858	214612.11863048066	2.755365804826982
2022.387487437186	2022-05-21	2022-05-21T15:23:24	1653146604384	510.5554462526394	351.05163410826947	112634.81793419672	3.6210371210841483
2022.1362311557791	2022-02-18	2022-02-18T22:23:06	1645222986293	478.7333318536005	343.50443739493585	83037.65582944524	6.491447860141474
2021.8849748743721	2021-11-19	2021-11-19T05:22:48	1637299368204	429.3260104351927	308.7595992803064	43651.89734191984	7.514001749375178
2021.6337185929651	2021-08-19	2021-08-19T12:22:30	1629375750113	366.31086497238397	271.3079999874649	27622.89715659519	9.086849365778738
2021.3824623115581	2021-05-19	2021-05-19T19:22:12	1621452132023	284.1226636218479	217.5192619155427	13030.837183662741	9.447009974182757
2021.1312060301511	2021-02-17	2021-02-17T02:21:53	1613528513932	198.34976808794377	161.3130864706102	6877.739614262288	10.073439384004814
2020.8799497487441	2020-11-16	2020-11-16T09:21:35	1605518495842	127.18775047992796	109.12270489464021	2526.6106571379596	8.227498146621745
2020.6286934673371	2020-08-16	2020-08-16T16:21:17	1597594877751	69.69577197945647	62.29007689140932	836.3968795762911	7.729869113057844
2020.3774371859301	2020-05-16	2020-05-16T23:20:59	1589671259661	31.217517821254415	28.612777684081813	141.3726311627365	7.828165789618795
2020.1261809045232	2020-02-15	2020-02-15T06:20:41	1581747641571	23.47326486304429	23.46623863303031	29.715141707397915	18.194444540595423
2019.8749246231162	2019-11-15	2019-11-15T13:20:23	1573824023480	37.783588250538436	37.481435334882285	52.20010535248566	28.13177193801335
2019.6236683417092	2019-08-15	2019-08-15T20:20:05	1565900405390	174.53227144221455	159.6472489007308	573.8755663909404	59.1740766027304
2019.3724120603022	2019-05-16	2019-05-16T03:19:47	1557976787299	359.9670185699905	332.18513038747176	1218.2304031055733	112.46855038147218
2019.1211557788952	2019-02-13	2019-02-13T10:19:29	1550053169210	35.156089391216405	34.98405890128374	45.91112837887343	26.792346791433467
2018.8698994974882	2018-11-13	2018-11-13T17:19:11	1542129551119	73.98100402851708	73.6154004404712	120.27037936183642	46.51705858896138
2018.6186432160812	2018-08-14	2018-08-14T00:18:53	1534205933029	89.60659911660015	87.10199095075754	168.1660588939495	48.229267860711005
2018.3673869346742	2018-05-14	2018-05-14T07:18:34	1526282314938	192.96847047261068	177.87841153471845	648.0679612792898	65.70452908793243
2018.1161306532672	2018-02-11	2018-02-11T14:18:16	1518358696848	42.664285804753895	42.41015900263137	72.03096299861838	25.36473811957655
2017.8648743718602	2017-11-11	2017-11-11T21:17:58	1510435078757	69.55743864075424	66.4400912000008	158.2733587633442	34.496665300596064
2017.6136180904532	2017-08-12	2017-08-12T04:17:40	1502511460667	193.06202463049607	173.81141323591814	964.7058406252962	46.58376621616199
2017.3623618090462	2017-05-12	2017-05-12T11:17:22	1494587842578	319.28807262446605	291.99314797733564	1792.8378039423508	63.918852529197466
2017.1111055276392	2017-02-09	2017-02-09T18:17:04	1486664224487	225.65862099452275	205.67337586081737	1180.5405455014381	49.850426132138956
2016.8598492462322	2016-11-09	2016-11-09T01:16:46	1478654206397	101.2465274470998	97.50165757242378	488.28012499149906	18.562458261976452
2016.6085929648252	2016-08-09	2016-08-09T08:16:28	1470730588306	48.29744367359943	42.30360921391799	234.86169167720038	14.152210863121615
2016.3573366834182	2016-05-09	2016-05-09T15:16:10	1462806970216	50.43298663130694	44.64303818417576	233.48161742719503	14.188154096383004
2016.1060804020112	2016-02-07	2016-02-07T22:15:52	1454883352125	80.85926332515199	73.06996958476581	426.1045087668578	18.804306212501952
2015.8548241206042	2015-11-08	2015-11-08T05:15:34	1446959734035	96.08643111265461	87.35526431462908	512.1173206632792	23.124163553978754
2015.6035678391972	2015-08-08	2015-08-08T12:15:15	1439036115944	106.55390371079051	98.69277869703426	588.0893724004277	21.268532539930423
2015.3523115577902	2015-05-08	2015-05-08T19:14:57	1431112497855	101.82694829458262	97.47337464421612	725.1556261495114	17.568189702699186
2015.1010552763832	2015-02-06	2015-02-06T02:14:39	1423188879765	75.99596826008376	74.58827479782117	539.2043951237741	11.796243611785885
2014.8497989949763	2014-11-06	2014-11-06T09:14:21	1415265261674	46.34198032030492	43.38941111951679	308.63306863292166	7.999130462650772
2014.5985427135693	2014-08-06	2014-08-06T16:14:03	1407341643584	29.488386086441697	27.13021210027511	167.04339484513002	6.065137439786998
2014.3472864321623	2014-05-06	2014-05-06T23:13:45	1399418025493	21.581979802676074	20.13841874411413	104.47209537380776	4.989475450470209
2014.0960301507553	2014-02-04	2014-02-04T06:13:27	1391494407404	17.102963653879684	16.05025394989115	86.82826533654497	4.298593440679642
2013.8447738693483	2013-11-04	2013-11-04T13:13:09	1383570789313	15.22476760339592	14.7628386059958	87.29817498751491	3.5729278545124186
2013.5935175879413	2013-08-04	2013-08-04T20:12:51	1375647171223	13.57309310353157	14.226015970463765	129.57555025996447	1.5230557619902583
2013.3422613065343	2013-05-05	2013-05-05T03:12:33	1367723553132	10.363630095766226	12.366372793621489	117.22782503862823	0.4392001363140086
2013.0910050251273	2013-02-02	2013-02-02T10:12:15	1359799935042	6.090511877786643	8.217073645630368	91.445643234253	0.1626374058252514
2012.8397487437203	2012-11-01	2012-11-01T17:11:56	1351789916951	2.8295556848030587	3.628657401650319	66.57057433092282	0.07335078723892673
